Name,Play
Brendan Laqui,grounded out to 1b unassisted.
Tyler Lizell,to p for Francesconi.
Robert Murphy,grounded out to 1b unassisted.
Jack Burke,"reached on an error by 3b, advanced to second."
Adam Hicks,hit by pitch.
Jack Burke,stole third.
Jack Pistner,intentionally walked; A. Hicks advanced to second.
Jack Burke,"scored on a wild pitch, unearned."
Jack Burke,walked.
Adam Hicks,reached on an error by ss; J. Burke advanced to second.
Will Stellato,struck out looking.
Jack Pistner,grounded out to 2b; A. Hicks advanced to second; J. Burke advanced to third.
Andrew McGowan,struck out swinging.
Will Roche,walked.
Matt Nichols,singled to right field; W. Roche advanced to second.
Brian Andersen,walked; M. Nichols advanced to second; W. Roche advanced to third.
Robert Murphy,"singled to center field, advanced to second, 2 RBI; B. Andersen advanced to third; M. Nichols scored; W. Roche scored."
Jack Burke,"grounded out to 2b, RBI; R. Murphy advanced to third; B. Andersen scored."
Adam Hicks,"out at first 1b to p, RBI; R. Murphy scored."
Will Stellato,flied out to rf.
Jack Pistner,hit by pitch.
Andrew McGowan,"singled to shortstop; J. Pistner advanced to second, advanced to third on an error by ss."
Will Roche,"grounded into double play ss to 2b to 1b; A. McGowan out on the play; J. Pistner scored, unearned."
Matt Nichols,flied out to cf.
Zach Klein,to p for J. Weedon.
Brian Andersen,flied out to 3b.
Robert Murphy,lined out to cf.
Jack Burke,"singled to third base, advanced to second on an error by 3b, out at third rf to ss to 3b."
Adam Hicks,singled to center field.
Will Stellato,"doubled to left center, advanced to third, RBI; A. Hicks scored."
Jack Pistner,"singled to center field, RBI; W. Stellato scored."
Andrew McGowan,struck out swinging.
Will Roche,flied out to rf.
Matt Nichols,"homered to left field, 2 RBI; J. Pistner scored."
Brian Andersen,struck out looking.
Tommy Farrell,to p.
Robert Murphy,flied out to cf.
Jack Burke,"homered to left field, RBI."
Adam Hicks,grounded out to 1b unassisted.
Will Stellato,grounded out to 3b.
Alex Bergen,to p for T. Farrell.
Matthew Vivona,to 3b for W. Roche.
Jack Pistner,grounded out to 2b.
Alexey Stout,to 2b for A. McGowan.
Alexey Stout,grounded out to 3b.
Matthew Vivona,struck out looking.
Ethan Mitnick,to p for A. Bergen.
Matt Nichols,"homered to right field, RBI."
Michael Fischetti,to c for B. Andersen.
Michael Fischetti,flied out to rf.
Robert Murphy,singled to center field.
Jack Burke,singled to center field; R. Murphy advanced to third.
Jack Burke,stole second.
Adam Hicks,"singled to center field, 2 RBI; J. Burke scored; R. Murphy scored."
Will Stellato,singled up the middle; A. Hicks advanced to third.
Will Stellato,stole second.
Jack Pistner,"singled up the middle, advanced to second on the throw, 2 RBI; W. Stellato; A. Hicks scored."
Alexey Stout,"singled to third base, advanced to second on an error by 3b; J. Pistner advanced to third, scored on the error."
Matthew Vivona,struck out swinging.
Matt Nichols,"singled to center field, RBI; A. Stout scored."
Jack Burke,hit by pitch.
Adam Hicks,singled through the left side; J. Burke advanced to second.
Jack Pistner,"homered down the rf line, inside the park, 3 RBI; A. Hicks scored; J. Burke scored."
Will Stellato,flied out to cf.
Michael Fischetti,hit by pitch.
Alexey Stout,walked; M. Fischetti advanced to second.
Matthew Vivona,flied out to cf.
Brendan Laqui,flied out to cf.
Robert Murphy,walked.
Jack Burke,flied out to lf.
Adam Hicks,"reached on a fielder's choice; R. Murphy advanced to second on a throwing error by ss, advanced to third."
Jack Pistner,"reached on a fielder's choice, RBI; A. Hicks advanced to second on a fielding error by 2b; R. Murphy scored, unearned."
Will Stellato,flied out to cf.
Michael Fischetti,out at first 1b to p.
Will Roche,to 3b for M. Vivona.
Connor Stewart,to p for B. Trotta.
Alexey Stout,struck out swinging.
Will Roche,singled through the left side.
Brendan Laqui,grounded out to p; W. Roche advanced to second.
Will Roche,advanced to third on a wild pitch.
Robert Murphy,walked.
Jack Burke,struck out swinging.
Adam Hicks,walked.
Adam Hicks,stole second.
Jack Pistner,"singled through the right side, RBI; A. Hicks scored."
Will Stellato,singled to left center; J. Pistner advanced to second.
Will Stellato,advanced to second on a passed ball; J. Pistner advanced to third on a passed ball.
Michael Fischetti,"singled through the right side, 2 RBI; W. Stellato scored; J. Pistner scored."
Alexey Stout,fouled out to c.
Michael Fischetti,"stole second, advanced to third on a throwing error by c."
Will Roche,hit by pitch.
Matt Nichols,pinch hit for B. Laqui.
Will Roche,stole second.
Matt Nichols,walked.
Robert Murphy,"hit by pitch, RBI; M. Nichols advanced to second; W. Roche advanced to third; M. Fischetti scored."
Jack Burke,"reached on a fielder's choice, RBI; R. Murphy out at second 3b to 2b; M. Nichols advanced to third; W. Roche scored."
Jack Burke,stole second.
Adam Hicks,walked.
Jack Pistner,"tripled to right field, 3 RBI; A. Hicks scored; J. Burke scored; M. Nichols scored."
Will Stellato,popped up to 1b.
Brian Andersen,to c for M. Nichols.
Alex Bergen,to p for C. Stewart.
Michael Fischetti,walked.
Alexey Stout,grounded into double play ss to 2b to 1b; M. Fischetti out on the play.
Will Roche,grounded out to ss.
Ethan Mitnick,to p for A. Bergen.
Brian Andersen,walked.
Robert Murphy,grounded out to c unassisted.
Jack Burke,hit by pitch; B. Andersen advanced to second.
Adam Hicks,"doubled to right center, RBI; J. Burke advanced to third; B. Andersen scored."
Jack Pistner,walked.
Will Stellato,"hit by pitch, RBI; J. Pistner advanced to second; A. Hicks advanced to third; J. Burke scored."
Michael Fischetti,struck out looking.
Alexey Stout,struck out swinging.
Will Roche,popped up to 2b.
Brian Andersen,singled to left field.
Brian Andersen,advanced to second on a passed ball.
Robert Murphy,grounded out to 1b unassisted; B. Andersen advanced to third.
Jack Burke,"doubled to left field, RBI; B. Andersen scored."
Adam Hicks,reached on a fielding error by ss; J. Burke advanced to third.
Adam Hicks,stole second.
Jack Pistner,grounded out to 2b.
Will Stellato,"struck out swinging, out at first c to 1b."
Michael Fischetti,"struck out swinging, reached first on a wild pitch."
Henry Smith,pinch ran for M. Fischetti.
Henry Smith,stole second.
Alexey Stout,"singled through the left side, RBI; H. Smith scored."
Will Roche,out on batter's interference.
Alexey Stout,stole second.
Brian Andersen,struck out looking.
Tyler Lizell,to p for E. Mitnick.
Jack Burke,grounded out to 1b unassisted (0-1 K).
Adam Hicks,popped up to 2b (1-0 B).
Jack Pistner,tripled to right center (2-2 SBBK).
Will Stellato,struck out swinging (0-2 KKS).
Michael Fischetti,flied out to rf (0-0).
Alexey Stout,struck out looking (3-2 KBBFBK).
Brendan Laqui,hit by pitch (0-0).
Robert Murphy,"reached on a fielder's choice, SAC; B. Laqui advanced to second on an error by ss, assist by p."
Jack Burke,"singled, bunt; R. Murphy advanced to second; B. Laqui advanced to third."
Adam Hicks,struck out looking (2-2 KBFBK).
Jack Pistner,"singled to right field, 2 RBI (2-1 BFB); J. Burke advanced to third; R. Murphy scored; B. Laqui scored, unearned."
Will Stellato,walked (3-2 BBBFKFB); J. Pistner advanced to second.
Michael Fischetti,struck out looking (1-2 KBKK).
Alexey Stout,struck out swinging.
Brendan Laqui,walked.
Brendan Laqui,advanced to second on a wild pitch.
Robert Murphy,struck out swinging.
Brendan Laqui,advanced to third on a balk.
Brendan Laqui,scored on a wild pitch.
Jack Burke,hit by pitch.
Adam Hicks,flied out to rf (0-1 K).
Jack Pistner,walked (3-1 BBBKB).
Will Stellato,walked (3-2 BBFBKB); J. Pistner advanced to second.
Michael Fischetti,flied out to rf (0-1 F); J. Pistner advanced to third.
Alexey Stout,"popped up to c, bunt (1-0 B)."
Will Stellato,stole second; J. Pistner stole home.
Henry Smith,pinch ran for Del Guercio.
Brendan Laqui,flied out to rf (3-1 BBKB).
Will Roche,to 3b for Del Guercio.
Michael Fischetti,to dh.
Jack Pistner,to 1b.
Robert Murphy,doubled to left center (1-1 BF).
Jack Burke,walked (3-0 BBBB).
Adam Hicks,flied out to cf (0-1 K).
Jack Pistner,"tripled to left field, 2 RBI; J. Burke scored; R. Murphy scored."
Will Stellato,"flied out to rf, SF, RBI (1-1 BK); J. Pistner scored."
Michael Fischetti,struck out swinging (0-2 FFS).
Alexey Stout,struck out swinging (3-2 BBSKBS).
Will Roche,doubled to right center.
Brendan Laqui,struck out looking (0-2 KFK).
Robert Murphy,walked (3-1 BKBBB).
Jack Burke,popped up to ss (0-0).
Matt Nichols,to lf for J. Burke.
Adam Hicks,singled to right field (3-2 KBSBB).
Jack Pistner,singled to right center (0-2 KF); A. Hicks advanced to second.
Will Stellato,popped up to 1b (0-2 KK).
Jack Amirata,pinch hit for M. Fischetti.
Jack Amirata,grounded into double play 2b to 1b (2-2 FKFBBF); J. Pistner out on the play.
Jack Burke,grounded out to 2b (0-0).
Adam Hicks,grounded out to 3b (2-1 KBB).
Jack Pistner,walked (3-2 BBBKFB).
Will Stellato,singled to left center (0-1 K); J. Pistner advanced to third.
Will Stellato,stole second.
Matt Nichols,"singled through the left side, 2 RBI (2-2 FBKFB); W. Stellato scored; J. Pistner scored."
Matt Nichols,stole second.
Matthew Vivona,struck out swinging (2-2 KBBFS).
Will Roche,popped up to 2b (1-2 FKB).
Brian Andersen,struck out swinging (0-2 KKS).
Robert Murphy,singled up the middle (1-1 KB).
Jack Burke,popped up to 2b (0-0).
Adam Hicks,flied out to lf (0-1 K).
Jack Pistner,struck out looking (3-2 KFBBFFFBK).
Will Stellato,singled to left field (1-2 KBF).
Matt Nichols,popped up to ss (2-1 BSB).
Matthew Vivona,flied out to lf (0-0).
Will Roche,flied out to cf (0-1 K).
Brian Andersen,flied out to rf (3-2 BKBKBF).
Robert Murphy,grounded out to 1b unassisted (2-2 KKBFB).
Jack Burke,grounded out to ss (2-2 KBBK).
Adam Hicks,grounded out to 3b (1-0 B).
Jack Pistner,flied out to lf (0-0).
Will Stellato,struck out looking (0-2 KFK).
Matt Nichols,struck out swinging (2-2 SBBKS).
Ethan Mitnick,to p for J. Weedon.
Matthew Vivona,singled through the left side (0-2 KS).
Henry Smith,pinch ran for M. Vivona.
Will Roche,"grounded out to p, SAC (0-1 F); H. Smith advanced to second."
Jack Amirata,pinch hit for B. Andersen.
Jack Amirata,singled through the left side (2-2 BSSB); H. Smith advanced to third.
Brendan Laqui,pinch ran for J. Amirata.
Robert Murphy,"grounded out to p, SAC, RBI (0-0); B. Laqui advanced to second; H. Smith scored."
Jack Burke,grounded out to ss (0-1 F).
Alexey Stout,to 2b for H. Smith.
Brendan Laqui,to c.
Tyler Lizell,to p for E. Mitnick.
Adam Hicks,walked (3-2 KBBFBB).
Jack Pistner,struck out swinging (3-2 BFBKBFFS).
Will Stellato,singled to right field (1-0 B); A. Hicks advanced to third.
Matt Nichols,"grounded out to p, SAC, RBI (2-1 BBS); W. Stellato advanced to second; A. Hicks scored."
Alexey Stout,flied out to rf (1-1 FB).
Jack Burke,fouled out to 1b (0-0).
Adam Hicks,grounded out to 1b unassisted (0-1 K).
Jack Pistner,walked (3-2 BSKFFBBFFB).
Will Stellato,flied out to cf (0-1 K).
Matt Nichols,grounded out to ss (0-0).
Jack Amirata,hit by pitch (0-1 F).
Will Roche,struck out looking (1-2 KBKK).
Brendan Laqui,walked (3-2 BBKBFB); J. Amirata advanced to second.
Robert Murphy,grounded out to 2b (2-2 BBKK).
Jack Burke,singled up the middle (2-1 BKB).
Adam Hicks,fouled out to 1b (1-0 B).
Jack Pistner,struck out swinging (2-2 BFFBFS); J. Burke stole second.
Will Stellato,flied out to rf (0-0).
Alex Bergen,to p for B. Trotta.
Matt Nichols,doubled to left field (3-2 KBBKB).
Jack Amirata,singled to second base (0-1 K); M. Nichols advanced to third.
Jack Amirata,stole second.
Will Roche,walked (3-2 BKBFFFBB).
Brendan Laqui,"singled through the right side, RBI (2-2 KSBFB); W. Roche advanced to second; J. Amirata advanced to third; M. Nichols scored."
Robert Murphy,"flied out to cf, SF, RBI (0-1 K); J. Amirata scored."
Brendan Laqui,stole second; W. Roche stole third.
Jack Burke,"singled to left center, 2 RBI (3-2 KFBFBBFF); B. Laqui scored; W. Roche scored."
Adam Hicks,singled to right field (0-1 K); J. Burke advanced to second.
Jack Pistner,"doubled to left field, 2 RBI (0-1 F); A. Hicks scored; J. Burke scored."
Will Stellato,lined out to 1b (0-1 F).
Matt Nichols,"singled through the left side, RBI (1-2 KSB); J. Pistner scored."
Matt Nichols,stole second.
Jack Amirata,walked (3-1 BFBBB); M. Nichols advanced to third on a wild pitch.
Jack Amirata,stole second; M. Nichols stole home.
Will Roche,struck out looking (1-2 BKKK).
Brendan Laqui,struck out swinging (0-2 KKS).
Robert Murphy,"singled to third base, bunt (0-1 K)."
Robert Murphy,stole second.
Jack Burke,flied out to rf (0-2 SS).
Adam Hicks,"singled to right center, RBI (0-0); R. Murphy scored."
Jack Pistner,grounded out to 1b unassisted (0-1 S).
Will Stellato,reached on a fielding error by 2b (3-1 BBSB).
Matt Nichols,struck out swinging (1-2 FBKS).
Will Roche,popped up to ss (2-2 BKSB).
Brendan Laqui,walked (3-1 BBBKB); Del Guercio advanced to second; W. Stellato advanced to third.
Robert Murphy,struck out looking (1-2 KKBFK).
Ethan Mitnick,to p for A. Bergen.
Connor Stewart,to p for E. Mitnick.
Jack Burke,doubled to right field (0-1 K).
Adam Hicks,"grounded out to p, SAC (0-0); J. Burke advanced to third."
Jack Pistner,"fouled out to lf, SF, RBI (1-2 BSF); J. Burke scored."
Will Stellato,hit by pitch (1-1 KB).
Will Stellato,"out at second c to ss, caught stealing."
Zach Klein,to p for C. Stewart.
Matt Nichols,singled to right field (1-0 B).
Will Roche,"grounded out to p, SAC (0-0); Del Guercio advanced to second; M. Nichols advanced to third."
Brendan Laqui,"grounded out to 1b unassisted, RBI (1-2 KKFB); Del Guercio advanced to third; M. Nichols scored."
Robert Murphy,flied out to lf (2-1 BBK).
Jack Burke,walked (3-1 KBBBB).
Jack Burke,"out at second p to 1b to ss, picked off, caught stealing."
Adam Hicks,singled to shortstop (3-2 KBFBBF).
Jack Pistner,struck out looking (3-2 KBFBBK).
Will Stellato,flied out to rf (0-0).
Matt Nichols,grounded out to 2b (2-0 BB).
Jack Amirata,grounded out to 2b (2-2 SBFB).
Will Roche,walked (3-2 KBBKBB).
Brian Andersen,struck out swinging (1-2 KKBFS).
Robert Murphy,singled to left center (0-1 K).
Jack Burke,hit by pitch (1-0 B); R. Murphy advanced to second.
Adam Hicks,reached on a fielder's choice to shortstop (0-1 K); J. Burke out at second ss to 2b; R. Murphy advanced to third.
Jack Pistner,"doubled to left field, RBI (0-1 K); A. Hicks advanced to third; R. Murphy scored."
Will Stellato,"flied out to cf, SF, RBI (0-0); A. Hicks scored."
Matt Nichols,struck out swinging (3-2 BSBSBS).
Jack Amirata,singled through the right side (2-0 BB).
Will Roche,grounded into double play ss to 2b to 1b (0-0); J. Amirata out on the play.
Brian Andersen,walked (3-2 BFBBKB).
Robert Murphy,flied out to rf (0-0).
Jack Burke,singled to shortstop (2-1 BBK).
Adam Hicks,flied out to lf (1-2 FBK).
Jack Pistner,struck out swinging (2-2 KBBKS).
Jack Burke,stole second.
Will Stellato,flied out to rf (0-2 KF).
Matt Nichols,grounded out to 2b (1-0 B).
Jack Amirata,grounded out to 1b unassisted (0-2 KKF).
Will Roche,singled up the middle (0-0).
Will Roche,advanced to second on a wild pitch.
Will Roche,advanced to third on a wild pitch.
Brian Andersen,flied out to cf (3-1 BBKB).
Robert Murphy,grounded out to 1b unassisted (1-2 KBFF).
Jack Burke,singled to left center (0-1 K).
Adam Hicks,reached on a fielder's choice to pitcher (0-2 KK); J. Burke out at second p to ss.
Jack Pistner,walked (3-1 BBFBB); A. Hicks advanced to second.
Will Stellato,popped up to 2b (3-2 KBBSB).
Matt Nichols,struck out swinging (2-2 KBSBS).
Henry Smith,pinch ran for Del Guercio.
Henry Smith,stole second.
Will Roche,"singled up the middle, RBI (3-2 KKBBBF); H. Smith scored."
Michael Fischetti,pinch hit for B. Andersen.
Michael Fischetti,"homered to right field, 2 RBI (1-0 B); W. Roche scored."
Robert Murphy,singled to pitcher (0-2 KK).
Jack Burke,reached on a fielder's choice to shortstop (1-1 BF); R. Murphy out at second ss to 2b.
Jack Burke,"out at second c to ss, caught stealing."
Jack Pistner,to 1b.
Brendan Laqui,to c for H. Smith.
Alexey Stout,to 2b for M. Fischetti.
Brett Townsley,to p for Francesconi.
Connor Stewart,to p for B. Townsley.
Adam Hicks,grounded out to ss (2-2 KBBK).
Jack Pistner,flied out to cf (0-0).
Will Stellato,singled through the left side (0-0).
Will Stellato,"out at second c to ss, caught stealing."
Tyler Lizell,to p for C. Stewart.
Jack Burke,flied out to cf (1-2 KKB).
Will Stellato,lined out to rf (1-0 B).
Jack Pistner,singled to left center (2-1 KBB).
Matt Nichols,flied out to cf (2-0 BB).
Adam Hicks,grounded out to 2b (1-1 KB).
Alexey Stout,grounded out to 3b (1-1 SB).
Brendan Laqui,struck out swinging (0-2 KSS).
Will Roche,walked (3-1 BBKBB).
Robert Murphy,flied out to cf (1-1 FB).
Jack Burke,hit by pitch (0-0); W. Roche advanced to second.
Will Stellato,flied out to rf (2-2 BFFBF).
Jack Pistner,popped up to 3b (2-2 KBSFB).
Matt Nichols,flied out to cf (2-0 BB).
Adam Hicks,walked (3-0 BBBB).
Adam Hicks,"out at second c to 2b, caught stealing."
Alexey Stout,struck out swinging (3-2 BSBSFFFBS).
Brendan Laqui,walked (3-1 BFBBB).
Will Roche,"singled to first base, bunt (0-0); B. Laqui advanced to second."
Robert Murphy,"out at first p to 2b, SAC (0-0); W. Roche advanced to second; B. Laqui advanced to third."
Jack Burke,"tripled to center field, 2 RBI (0-0); W. Roche scored; B. Laqui scored."
Will Stellato,walked (3-1 BBBKB).
Jack Pistner,"homered to right field, 3 RBI (1-2 FBKFF); W. Stellato scored; J. Burke scored."
Matt Nichols,struck out looking (3-2 BBSBKFK).
Adam Hicks,singled to shortstop (2-1 BBF).
Adam Hicks,"out at second p to 1b to ss to c, picked off, caught stealing."
Zach Klein,to p for R. Wootten.
Alexey Stout,singled through the left side (2-2 KSBFBF).
Brendan Laqui,reached on a fielder's choice to third base (0-0); A. Stout out at second 3b to 2b.
Will Roche,flied out to cf (1-2 KKB).
